air_pressure,air_temperature,avg_wind_direction,avg_wind_speed,max_wind_direction,max_wind_speed,rain_accumulation,rain_duration,relative_humidity,relative_humidity_pm,row_number
916.1,13.57,184.1,10.2451852,194.8,12.079476,0,0,22.64,67.41,305
913.97,22.68,219.7,1.4987498,125.9,2.1922012,0,0,25.92,23.89,306
917.9558332,25.76834136,40.39898136,5.73771025,57.7944455,7.192632706,0,0,19.42487217,20.59355754,307
920.0422643,20.68262585,47.21579864,21.18064407,64.21894095,26.44910475,0,34.23159729,14.76320266,8.947679671,308
919.1,28.97,247,1.7224438,63.3,2.684328,0,0,28.29,27.44,309
918.03,6.7,165,7.5161184,186.8,9.9096442,0.02,250,90.43,73.65,310
919.49,29.75,95.8,3.1764548,51.2,4.0488614,0,0,16.08,21.39,311
915.1,32.1,159.5,2.6395892,189.2,3.7580592,0,0,30.27,34.53,312
916.5427326,24.74040324,174.008328,3.729839123,184.9302538,4.7199434,0,0,12.40234867,22.34397526,313
919.4138095,19.72762952,143.6927257,1.10993661,125.4195178,1.779403225,0,0,16.46413937,18.9414337,314
917.09,17.37,175.5,6.7331894,186.3,7.9635064,0,0,62.82,63.63,315
917.93,8.92,258.2,2.684328,287.6,3.8922756,0,40,82.81,52.98,316
913.2,17.43,178.8,7.2253162,189.7,8.500372,0,0,49.18,47.99,317
919.76,12.38,214,4.2054472,223.5,4.921268,0,0,17.77,16.79,318
921.9,25.67,50.7,5.368656,74.5,7.4490102,0,0,13.49,17.63,319
918.1,14.87,188.1,4.6304658,199.9,5.8607828,0,0,87.9,61.66,320
921.9102504,12.00116338,47.63037166,12.12761178,65.79789973,15.60581857,0,0,17.36394962,22.1791115,321
926.7620317,12.61382461,54.02433425,5.026891007,54.97828283,7.145174589,0,0,14.42540404,15.32410468,322
918.1,7.07,185.9,9.0148682,196.8,10.737312,0,10,87.27,88.67,323
917.54,21.88,219.5,2.1698318,202.4,2.7066974,3.6,10970,75.48,78.28,324
920.4,26.21,205,1.6553356,233.7,2.3711564,0,0,40.04,30.57,325
926.55,17.09,67.8,14.8309122,88.8,18.790296,0,0,11.22,11.15,326
916.3,14.72,175,4.0712308,182.4,4.7199434,0,0,24.05,38.89,327
921.4118864,16.68170992,63.20843848,8.247016861,79.12553762,10.4455477,0,0,19.01460029,19.0723995,328
919.4216453,20.12222851,140.3023937,1.216893216,123.644714,1.865605816,0,0,16.41271205,17.87166282,329
918.1,16.66,191.1,11.0504836,199.4,12.7281886,0,0,19.24,28.51,330
918.9020905,23.05694219,177.3280285,0.958510766,128.8283933,1.439668078,0,0,12.87453981,15.84193979,331
918.6948668,23.70876276,36.53826746,2.644399729,69.28693503,3.479075859,0,0,10.83953628,20.31486676,332
919.92,11.23,94.5,1.9908766,85.3,2.7738056,0,0,60.33,68.16,333
916.23,24.3,149.1,2.7514362,187.5,4.1830778,,1480,31.88,32.9,334
913.2,3.9,185.8,8.8135436,200.8,11.072853,0.01,130,91.42,76.7,335
912.89,7.4,213.4,21.25093,220.5,23.5773476,0.03,250,84.09,63.36,336
924.72,17.51,29.7,1.3645334,47.7,1.8119214,0,0,7.32,15.11,337
912.8,5.84,190.8,11.3860246,198.1,12.7281886,0,0,89.77,80.87,338
916.4,22.76,175.9,3.1988242,186.4,3.9593838,0,0,19.96,37.89,339
920.5194575,27.42874759,159.7225354,2.614439223,190.3693735,3.539454826,0,0,15.82215431,17.41234338,340
921.48,24.79,195.8,4.2054472,213.5,5.3910254,0,0,19.08,26.65,341
908.42,7.84,174,16.217815,212.4,21.2732994,0.07,400,91.17,77.1,342
916.28,8.81,52,10.625465,68.4,13.6900728,0,0,57.7,55.03,343
917.06,26.21,218.8,1.4987498,215.7,2.2145706,0,0,34.3,51.65,344
920.53,27.75,59.3,10.1557076,79.3,12.7058192,0,0,19.8,13.02,345
919.9688186,19.27537072,64.42289391,9.361890964,74.97891479,10.8475151,0,0,17.82731464,14.50518985,346
920.1812947,14.94894962,57.9008855,9.395120679,75.72433588,11.73543121,0,0,18.93314198,16.43676641,347
915.69,6.47,177.9,9.171454,187.3,11.1175918,0,80,91.88,62.3,348
923.0384033,15.90944359,51.00012096,17.0708015,63.70229822,22.10491764,1.21E-05,20.04838365,8.902153072,14.45222233,349
917.12,7.72,179.2,3.4001488,195,3.9817532,0,0,89.03,66.87,350
917.15,15.53,191.4,6.6884506,198.2,7.381902,0,0,20.12,34.73,351
925.28,19.15,49.4,11.2294388,77.9,15.3454084,0,0,13.93,13.77,352
919.7073418,20.15401262,228.9312659,3.95103064,245.8246833,5.183273101,0,0,14.76524046,21.42521509,353
922.8213104,19.89627858,55.75765832,9.555245,68.8572785,11.55889198,0,0,14.89222774,15.47248703,354
917.6,27.73,90.4,1.677705,121.4,2.348787,0,0,29.99,21.73,355
919.11,14.7,38,2.1698318,60.1,2.8185444,0,0,32.7,35.7,356
921.6848174,16.14104923,55.95905705,10.9939139,75.86412607,13.95291529,0,0,17.74130451,13.23763896,357
917.44,14.73,55.1,10.0214912,,12.7058192,0,0,13.88,25.93,358
923.9819454,20.12083052,38.6507052,5.170105725,64.89323931,7.160321329,0,0,18.27735168,17.35063353,359
919.0136723,16.99857318,166.8471586,3.643050208,190.0700122,4.869821116,0,0,22.37015948,21.27759609,360
920.4449457,18.77880295,49.8233462,21.52017709,61.88694438,25.54911195,,40.36401816,12.27871544,7.618648921,361
926.5,21.73,52.8,12.1018454,68.6,14.8085428,0,0,13.94,12.48,362
920.0038902,20.73217373,197.6057207,4.670853574,210.0279175,6.047160368,0,0,13.76670499,13.09702532,363
917.7,18.54,85.9,3.0646078,90.6,4.5409882,0,0,22.93,30,364
917.85,18.54,129.9,1.454011,176.2,2.23694,0,0,39.37,46.6,365
924.94,13.98,53.2,14.0256138,69.5,18.6560796,0,0,19.24,17.77,366
918.1,9.97,124.3,1.454011,144.1,2.23694,0,0,91.87,67.64,367
924.789568,21.78067043,227.9018441,2.522801012,222.9165701,3.373798753,0,0,15.13919915,17.09214436,368
916.32,17.24,68.9,3.9593838,79.3,4.6528352,0,0,37.05,37.95,369
917.35,23.86,190.1,1.3197946,215.6,1.9237684,0,0,57.9,54.77,370
917.8,24.39,161.9,8.7464354,183.5,12.5939722,0,0,42.09,54.07,371
911.45,19.07,66.2,1.8342908,78.1,2.8856526,0,0,47.61,55.29,372
918.3,26.03,88.4,2.8409138,108.4,3.9370144,0,0,15.77,44.52,373
916.4752029,25.92048498,120.9,2.639039347,132.5625478,3.39497844,0,0,17.63831369,18.71059461,374
918.0264534,23.02327529,182.9329452,1.366093834,185.8562013,2.032277076,0,0,10.41924474,17.51267493,375
916.9860065,24.35767815,150.2389512,1.30391354,142.6246944,1.889003196,0,0,17.43009839,20.3686575,376
915.92,8.58,204.7,4.1159696,224.1,5.3462866,0,0,72.38,71.9,377
924.1,18.17,62.9,10.5807262,72.5,12.3926476,0,0,13.05,16.17,378
916.63,18.46,188.5,1.1855782,225.7,1.8342908,0,0,15.09,22.77,379
917.2,23.41,176,3.0646078,191.4,3.7133204,0,0,13.32,12.34,380
918.48,19.19,90.9,3.467257,89.4,4.4067718,,0,20.64,14.35,381
921.11,17.76,36.1,3.2883018,57.2,4.026492,0,0,26.6,28.17,382
918.6370623,23.01663606,181.4674754,1.024885233,186.3940328,1.634550395,0,0,12.96076068,17.33744917,383
922.1838463,12.66143805,48.07333865,6.611144735,65.08397128,8.528633998,0,0,19.40615365,21.28846893,384
913.07,14.23,217.2,2.5501116,239.7,3.2211936,0,0,76.67,64.23,385
913.32,26.23,95.9,2.8409138,129.1,4.1159696,0,0,17.69,13.69,386
914.63,13,191.1,5.368656,199.6,6.4200178,0.04,380,91.49,91.2,387
915.71,25.58,53.1,4.2725554,72.7,5.1897008,0,0,26.53,50.63,388
916.5,23.66,101.2,1.8342908,132.4,2.5948504,0,0,33.73,37.01,389
914.1317359,28.10175117,120.8103396,2.577089777,139.2395463,3.399743453,0,0,19.91117711,23.83945638,390
920,20.03,197.1,4.6752046,209.6,6.151585,0,0,14.5,13.7,391
919.58,16.73,192.3,4.5633576,207.6,5.6594582,0,0,76.03,57.93,392
921.6436746,20.49688034,194.7975764,3.37330212,216.3793584,4.520630245,0,0,17.9856135,17.52458142,393
917.3966172,25.94303766,134.9097068,2.637338559,40.85169294,3.771115841,0,0,22.81590461,17.92415353,394
922.254438,16.54895026,282.2708711,1.866895169,232.5231382,2.425626104,0,0,8.596749102,22.68111844,395
917.1,14.8,185.3,10.2451852,191.3,11.5873492,0,0,28.13,71.42,396
924.08,15.6,54.2,18.9245124,72.1,23.5549782,0,10,13.13,13.29,397
917.7,13.48,199.3,3.5567346,211.8,4.697574,0,0,75.16,50.38,398
925.63,15.49,42.7,15.099345,63.1,19.8863966,0,0,13.05,12.14,399
916.7370565,25.20926339,184.1935057,3.334137998,201.3326117,4.048377157,0,0,31.21607683,22.01948134,400
921.5105339,15.83900854,45.95311769,20.72438109,58.41830375,25.52754984,0.01,54.01525312,11.45801709,9.346644313,401
912.98,8.33,190.2,5.6594582,202.6,6.822667,0,0,91.33,67.17,402
912.3,23.64,164.4,3.7580592,182.8,4.809421,0,0,34.16,56.6,403
923.8,15.54,209.4,3.0422384,242.1,4.3396636,0.18,1350,32.3,44.46,404
924.16,16.6,111.8,3.4448876,119,4.809421,0,0,15.21,41.31,405
920.91,19.12,198.1,4.0712308,210.7,4.8317904,0,0,13.42,14.55,406
918.69,9.39,200.4,4.47388,222.1,6.0844768,0,0,77.7,62.93,407
921.8,11.94,305.9,3.0869772,275.6,4.2054472,0,0,23.67,26.65,408
,19.91879629,65.88061552,4.32859364,78.57092328,5.216734221,0,0,18.48738543,20.35659405,409
923.95,8.99,28.9,4.1830778,44.7,5.144962,0,0,74.21,74.1,410
922.8084455,15.59121183,136.5277702,3.378980958,148.027201,5.268364379,0,0,19.82925713,19.38931405,411
922.99,15.27,137.5,3.3777794,147.2,5.2791784,0,0,19.84,19.58,412
926.77,18.72,47.7,9.9096442,65.6,12.7281886,0,0,11.4,9.34,413
922.2,14.61,41.3,4.6752046,55.8,5.7489358,0,0,32.4,32.97,414
915.3,10.84,179.4,5.0778538,186.5,5.7489358,0,0,68.52,56.22,415
918.5111396,25.34688871,127.5615123,2.130714809,45.58529595,2.858198612,0,0,16.13129142,16.81584367,416
921.2386105,20.10824279,50.44668658,14.30845427,62.71109452,17.23625393,0,0,17.41872379,14.26026507,417
915.03,22.46,162,2.3711564,190.8,3.3106712,0,0,43.19,53.02,418
918.3,18.27,140.6,3.7580592,90.6,4.809421,0,0,36.04,54.85,419
917.0147568,27.82475218,205.6387433,1.273779328,239.6828346,1.857727387,0,0,17.8492157,24.01717338,420
918.37,18.51,188.3,6.2186932,209.7,7.5608572,0,0,20.46,32.44,421
920.64,12.16,42,14.763804,64.9,19.4390086,0,10,19.11,20.44,422
921.09,21.18,182.8,2.908022,204.5,3.5343652,0,0,43.95,53.04,423
915.3,26.82,148.7,1.342164,145.6,1.789552,0,0,19.27,20.29,424
923.8339962,20.22214566,57.12574792,13.09782124,78.70342491,17.16838282,0,0,9.777602566,8.770732377,425
919.39,18.82,184.8,3.9593838,192.8,4.809421,0,0,48.17,45.35,426
919.09,13.43,21.7,5.3239172,40.6,6.375279,0,0,40.08,48.27,427
914.36,15.51,175.3,4.8765292,187.8,5.8607828,0,0,74.25,66.63,428
920.11,16.19,236.7,3.6238428,188,4.6528352,0,0,28.64,44.75,429
914.1065881,23.20402547,219.0630267,1.503156618,124.8099219,2.218642107,0,0,25.06369772,23.29505378,430
920.5354071,20.38294732,47.5565148,13.00492854,65.87394081,16.72353156,0,0,10.28910353,11.09084613,431
919.01,15.58,147.8,2.348787,62.9,2.908022,0,0,28.47,39.52,432
919.5797521,20.31597943,71.32360231,5.442571736,80.382763,6.483478103,0,0,9.021708209,18.11012393,433
918.16,22.4,206.2,2.125093,242.8,2.9751302,0,0,44.85,46.66,434
922.9187405,15.29379043,45.5093643,17.68292319,61.04871813,22.03106575,0,0,12.96527314,11.10544045,435
916.1,24.64,138.6,5.033115,161.6,5.7713052,0.894,2981,30.93,56.39,436
923.1567033,21.02345698,197.226282,5.676675693,215.1934067,6.981690518,0,0,14.91156137,16.72805406,437
915.91,5.48,160.8,2.908022,82.9,4.697574,2.74,15849,91.6,58.21,438
917.2,12.44,60.6,7.7621818,73.7,9.059607,0,0,20.89,19.05,439
917.83,22.8,145.4,2.8185444,38.3,4.1607084,0,0,25.4,19.2,440
918.78,22.86,36.3,2.2816788,46.7,2.7738056,0,0,26.27,29.89,441
920.9570212,18.46497617,75.12130184,3.891116646,92.48473081,5.187466809,0,0,9.161148737,13.01936632,442
917.58,17.76,161.8,0.8724066,139.8,1.565858,0,0,22.38,40.91,443
923.9946532,22.14586608,227.5375897,2.994232455,227.5390245,3.957259197,0,0,15.61895456,18.65026305,444
920.5189681,20.36761491,55.41630533,15.95716198,74.70511718,20.64466684,0,0,14.45057228,9.613235027,445
914.9,22.3,89.8,1.5882274,59.1,2.2816788,0,0,18.78,53.84,446
919.6439977,17.90953224,88.58946569,16.04767469,112.3313129,19.95423401,0.510196145,1510.906787,18.27250895,11.4117152,447
921.86,12.32,215.2,4.0712308,242.5,5.5476112,0,0,20.78,25.37,448
918.7814078,24.03593533,291.5432172,2.096383108,153.0930703,2.803396893,0.013937082,18.58277567,22.68373007,19.45805179,449
922.7179767,22.25316961,67.91932314,6.522739585,92.21717612,8.328620917,0,0.64410463,12.99786028,13.17715066,450
918.36,13.73,49.8,1.4092722,85.8,2.013246,0,0,62.89,48.3,451
920.5630801,22.91927557,68.45091185,4.491629747,99.30064156,5.952553282,0,0,12.10284365,16.0318929,452
922.1634285,15.96542588,62.9966711,5.583109569,75.09161548,6.742180977,0,0,26.81209698,19.81538851,453
920.4,27.73,56.3,9.6859502,74.1,12.2584312,0.01,90,8,7.22,454
918.3,28.83,62.2,2.7066974,74.6,3.35541,0,0,19.12,25.3,455
918.8,26.88,189.6,1.7671826,80.3,2.7738056,0,0,24.59,23.03,456
920.57,18.41,308.5,2.013246,123.5,2.7514362,0,0,17.16,15.63,457
919.63724,24.50182208,175.3678679,3.411109146,43.43943164,4.85849741,0,0,26.61881505,22.14513189,458
918.26,28,211.6,2.0579848,88.9,2.9527608,0,0,10.76,28.45,459
916.3,17.39,184.8,6.1292156,201.2,7.6950736,0,0,13.83,26.06,460
915.6,30.73,15.5,3.2883018,45.3,4.6304658,0,0,23.16,27.21,461
918.79,11.24,201,4.809421,214.9,6.0844768,0,0,32.08,39.52,462
918.65,22.88,174.1,8.276678,185.3,10.1557076,0,0,47.53,55.53,463
916.33,20.23,170,6.2410626,183.5,7.5832266,0,0,31.22,52.7,464
915.64,19.15,181.5,9.3727786,187.4,10.2004464,0,0,14.71,44.5,465
913.83,11.27,175.2,5.5028724,182,6.3529096,0,0,52.37,68.06,466
922.1,12.3,85,1.4316416,94.8,1.901399,0.04,600,90.84,88.99,467
915.2,19.2,48.9,4.47388,59.9,5.2120702,0,0,38.4,90.3,468
918.6,13.86,157,1.5434886,160,2.348787,0,0,64.72,57.97,469
917.1,11.16,173.8,3.2883018,201,4.9883762,0,0,90.58,88.92,470
917.4,23.36,182.1,3.0869772,201.1,3.8922756,0,0,36.13,24.27,471
914.61,9.69,178.9,6.2858014,190.2,7.5161184,0,0,79.46,48.61,472
920.32,18.59,48,14.875651,64.1,18.4100162,0,0,8.04,8.62,473
908.97,9.27,147.7,8.0082452,183.1,10.5807262,0.16,330,91.89,91.22,474
922.2399667,23.51677357,144.7258731,1.163097198,95.82487527,1.833570672,0,0,14.73920053,14.05374792,475
917.18,17.13,186.3,3.2211936,197.7,4.026492,0,0,36.63,54.89,476
915.3745951,22.77489847,214.8930543,2.200839329,231.1044261,2.89063635,0.006534604,49.0095322,27.03081148,22.78455864,477
920.9692432,20.56218391,197.2028375,4.468167476,210.0370592,5.892788595,0,0,14.29432506,14.27588983,478
918.94,8.13,260.2,2.7738056,287.2,4.0041226,0,0,76.02,73.74,479
917.3344109,19.4462047,66.15487161,4.738371951,79.24146525,5.786874214,0,0,18.72097432,19.92657856,480
915.55,23.2,182.4,9.3727786,193.4,10.9386366,0,0,31.7,15.7,481
915.7,15.84,79.1,8.2319392,88.3,9.4398868,0,0,16.79,27.88,482
920.8,18.38,75.5,4.0936002,92.3,5.4581336,0,0,8.8,12.31,483
923.63,12.08,54.4,2.8409138,87.7,4.0488614,0,0,33.72,47.58,484
918.49,20.84,149.5,1.9237684,155.5,2.7066974,0,0,52.4,48.38,485
919.19,23.28,68.8,3.1988242,103.8,4.4515106,0,0,11.49,17.82,486
920.59,8.78,127.6,2.2816788,156.9,2.9751302,3.71,6670,79.3,64.07,487
922.1314417,15.51792992,166.2371166,2.167788868,195.8876278,3.042690663,0,0,12.01768407,16.15894313,488
922.98,17.43,125.3,3.6462122,98.6,5.4133948,0,0,15.84,14.1,489
917.4,25.13,230.7,1.8566602,201.8,2.6395892,3.13,2980,14.31,26.27,490
921.1399556,16.50764246,110.3750925,4.025592225,53.62885584,4.831773845,0,0,23.58245375,23.57084481,491
920.66,21.42,47.3,11.9228902,66.9,15.7480576,0,0,11.59,12.52,492
913.63,7.42,185.6,9.6412114,197.2,11.743935,0.09,540,64.9,64.71,493
915.6,21.27,121.7,1.7671826,165.3,2.5277422,0,0,52.36,56.31,494
916.23,18.79,165.5,7.3371632,183,9.9096442,0,0,40.51,54.37,495
919.9806643,17.82894413,51.97141163,22.09173287,73.35195724,27.53505969,0.023570582,125.1079476,12.64710564,9.777224285,496
921.36,8.36,46,11.9452596,67.7,15.6362106,0,0,22.52,21.69,497
912.65,20.15,123.2,1.677705,175.3,2.684328,0,0,53.18,59.96,498
919.5,26.59,97.7,1.4763804,144.4,2.23694,0,0,8.48,7.42,499
923.72,14.56,191.2,4.8317904,99.5,7.493749,0,0,20.94,17.48,500
922.5730654,14.85180172,55.14842036,18.40590898,75.26140119,23.63748329,0,10,10.75368011,10.45527693,501
914.95,4.18,274.2,2.1698318,263,2.8632832,1.75,6160,91.23,86.55,502
919.7381606,19.68485794,147.4708815,1.157775334,129.9818192,1.899000036,0,0,15.44118585,19.56875014,503
920.02,27.58,209.2,1.901399,70.4,2.8856526,0,0,29.46,30.78,504
922.6394891,22.48890646,68.51617261,5.106287101,75.84320379,5.952700857,0,0,10.81813497,18.22244766,505
917.29,25.67,51.5,7.1805774,68,9.1938234,0,0,21.87,27.29,506
914.62,18.96,172.4,7.6503348,187,9.5964726,0,0,46.7,51.9,507
917.36,15.84,179.9,3.6462122,198.5,4.5409882,0,0,74.44,58.55,508
918.9775162,12.01993399,47.48905237,7.650124863,64.48678172,9.535366158,0,0,23.89933272,22.60694278,509
918.09,20.48,54.8,16.5086172,73.4,21.2285606,0,0,16.43,9.78,510
912.99,18.1,172.6,7.0239916,183.7,8.6793272,0,0,44.78,55.15,511
919.52,16.8,294.2,2.0803542,232.8,3.1764548,0,0,39.3,64.24,512
917.2,24.23,138.3,1.9461378,128.2,2.7290668,0,0,62.54,56.06,513
923.27,17.53,78.9,10.5583568,80.2,15.099345,0,0,18.67,17.28,514
923.6,11.1,307.4,2.9527608,282.9,3.579104,0,0,26.22,38.85,515
917.4,7.29,215.5,8.1872004,225.4,9.6412114,0,0,91.48,77.89,516
920.57,12,100.1,4.697574,,6.2858014,4.712,14842,79.88,84.53,517
922.47,10.2,181.1,7.3371632,191.4,8.724066,0,0,82.83,75.97,518
916.25,13.15,176.4,6.6660812,188.2,,0,0,72.55,74.39,519
917.33,26.56,198.9,1.9908766,225.8,2.7738056,0,0,28.4,53.57,520
921.73,14.32,80.6,2.1027236,58.8,2.6619586,0,0,23.93,24.17,521
922.1416622,19.31690426,149.6426422,3.602571205,178.1139633,5.038349176,0,0,11.48071642,16.72822756,522
917.9848317,24.37904642,173.4286689,2.987343292,191.898915,3.683273091,0,0,13.93021141,13.48750448,523
917.4,21.07,197.7,4.4515106,214.6,5.6594582,0,0,70.84,51.54,524
917.4,16.62,251.8,1.7671826,267.4,2.3264176,0,0,20.56,20.9,525
920.86,19.41,75.4,2.684328,89,3.4448876,0,0,17.45,17.6,526
917.12,14.11,136.7,1.4987498,100.2,2.125093,0,0,51.03,41.11,527
920.67,18.92,137.5,1.8342908,46.8,2.4382646,0,0,12.57,17.76,528
915.5,14.24,188.2,2.4158952,203.7,3.35541,0,0,61.65,68.6,529
915.31,26.04,212.4,1.6553356,189.8,2.0803542,0,0,26.95,39.45,530
914.13,9.84,177.7,3.3777794,189.8,3.9817532,0,0,90.11,70.17,531
913.27,4.5,190.4,12.9295132,201.4,14.9203898,0,0,81.45,91.06,532
915.87,24.75,224.5,2.1698318,215.8,2.908022,0,0,38.72,44.85,533
919.42,11.73,199.6,5.8831522,211,7.1358386,0,0,67.91,80.61,534
913.7,6.85,206,1.7448132,216.5,2.4830034,1.48,4900,73.7,75.57,535
920.97,15.4,55.5,12.079476,73.7,14.9651286,0,0,17.82,10.28,536
921.6156984,24.46059751,173.8211847,1.367872031,202.9050699,1.840100132,0,0,14.78937917,21.09812207,537
921.17,15.19,180.8,6.822667,190.4,8.2543086,0,0,31.23,37.44,538
923.5524394,15.33806434,54.53203112,18.74295527,73.20677041,23.58386229,0,10,12.29807758,12.29759587,539
921.409125,16.02733926,43.46135747,21.3141794,54.94142903,25.60532544,0.01,51.11785752,11.83467852,9.984071345,540
921.4802306,15.37982702,47.12968346,16.57727206,60.80172983,20.11195953,0.002651296,42.65129609,17.09469792,14.11011567,541
922.8088856,20.41419502,198.2709474,4.191824642,209.1927438,5.236938698,0,0,11.97821747,15.64703999,542
921.65,17.15,56.7,10.7149426,77.3,13.7124422,0,0,21.11,20.89,543
923.4182873,15.79724128,52.16396102,17.74318973,66.75539768,22.62984599,0,16.36262181,10.43861097,14.03442675,544
917.69,12.68,201.1,2.125093,222.8,2.7514362,0,0,90.67,57.14,545
,5.97,251.1,12.9295132,274.4,17.6047178,14.627,7825,87.87,70.77,546
922.2663561,17.87950353,55.8724506,10.16769248,78.99805134,13.32638791,0,0,14.35572063,12.08116646,547
914.4,26.62,174.4,3.9370144,190.8,4.8988986,0,0,25.39,31.6,548
918.8654987,20.64948819,45.36711473,3.808706671,82.24797775,5.44993317,0,0,14.75482484,17.52593023,549
915.8085372,22.89862327,215.6293677,2.179238163,232.5468761,2.867685111,0.008948747,67.11559972,28.50887012,22.57935654,550
920.87,5.94,209.6,5.3239172,217.5,6.0173686,0.49,2630,92.1,92.25,551
920.2881549,24.31402048,91.57883166,1.271150431,88.19448437,1.897493631,0,0,13.22288158,16.77548161,552
922.9620356,16.73965972,195.1266938,4.370476525,204.8885108,5.240068616,0,0,17.92168895,14.67655324,553
921.02,23.17,70.9,4.1159696,78,4.7423128,0,0,9.35,17.39,554
921.22,14.18,56,17.9402588,78.1,23.711564,0,10,8.62,7.91,555
921.44,16.23,200.5,5.5028724,211.2,7.0910998,0,0,13.32,26.9,556
917.61,22.79,42.3,4.3396636,64.2,5.59235,0,0,6.09,19.23,557
915.3,20.85,74.5,1.2974252,95.3,1.677705,0,0,23.64,31.64,558
922.5,19.3,71.4,1.901399,94.3,2.5277422,0,0,12.71,19.99,559
922.1741306,16.8153242,47.96625159,16.55276044,63.66874203,20.40892228,0,0,15.09448694,13.52559044,560
916.83,27.11,193.8,1.9461378,218.7,2.684328,0.08,530,44.38,36.55,561
925.7586492,22.53003611,52.84790635,12.34832177,69.30661872,15.15950372,0,0,15.43108526,12.56263846,562
912.5,14.11,123.7,2.6619586,133.8,3.8699062,0,0,67.2,49.61,563
917.4619004,13.06201347,61.02658021,7.933056319,73.80912517,9.239358118,0,0,20.61421094,18.54008785,564
909.86,12.3,159.7,18.7231878,187.9,24.4721236,9.05,17704,90,90.06,565
918.3553107,17.87426964,53.75770786,14.55859776,72.16820019,17.26493412,0,0,19.50949951,14.29028236,566
914.86,8.91,183.6,5.0554844,193,5.9949992,0,0,78.99,53.53,567
919,21.01,238,1.677705,269.3,2.1698318,0.07,270,69.99,36.44,568
921.61,18.26,65.3,11.7663044,82,15.211192,0,0,13.22,17.8,569
910.34,10.4,174.7,10.7820508,192.7,13.3992706,0,0,87.7,60.4,570
920.3347769,28.33566929,53.8869959,13.70887679,75.04058694,17.17209332,0,0,25.64781918,13.15310666,571
919.4,21.03,119.4,1.006623,158.7,1.9237684,0,0,26.49,27.52,572
922.7024588,13.88561574,46.2728257,6.004598502,58.30156365,7.924999488,0,0,14.41260501,12.70505876,573
923.48,18.04,52.4,9.4846256,67.8,12.079476,0.05,100,12,11.24,574
916.64,20.5,195,2.9527608,208,3.6685816,0,0,26.01,35.95,575
922.473233,19.24432456,71.48565452,1.991812146,94.19293185,2.631926885,0,0,12.68992472,19.79620665,576
920.0755911,20.74930559,45.66998109,21.1083898,63.63827344,26.65959626,0.001194497,34.15009457,15.27325813,9.58719828,577
916.7,20.82,302.1,2.1027236,292.8,2.9303914,0,0,19.36,25.28,578
915.4454464,21.45121796,215.3871566,2.003131628,121.9049451,2.994472967,0,0,25.16638737,22.91998856,579
923.634017,16.97806207,62.93070015,13.15324274,87.40077591,17.55082378,0,0,16.48667949,14.82156402,580
916.87,19.78,66.3,4.4067718,79.2,5.3462866,0,0,18.75,20.08,581
917.8482865,22.42196329,174.7154322,2.916904476,191.9762547,3.579044651,0,0,13.03427371,12.72176874,582
912.79,5.27,171,8.612219,204.1,11.520241,0,20,91.28,91.34,583
922.5930641,20.1202824,56.78078065,9.838116036,81.21720479,13.0450881,0,0,8.630765356,8.769313786,584
916.25,26.53,48.6,1.0737312,99.8,1.5882274,0,0,41.99,38.23,585
922.1,17.2,231.6,1.789552,228.8,2.5277422,0,0,11.71,14.1,586
919.32,19.74,142.6,1.0961006,124.1,1.7448132,0,0,16.76,18.76,587
918.38,17.87,195.8,5.0107456,205,5.9502604,0,0,16.3,56.45,588
919.9401109,24.98276229,179.5235946,4.788759632,191.5540599,5.717718473,0,0,19.47201277,17.56749525,589
918,15.73,187.5,4.2725554,207.6,5.5476112,0,0,35.83,40.97,590
920.81,15.04,181.6,9.0148682,186.3,9.9096442,0,0,20.05,19.47,591
918.9812134,26.53836817,187.8472802,2.358614612,69.13012456,3.55130611,0,0,26.11100432,23.05376569,592
925.3,22.65,227.2,2.6619586,221.8,3.5343652,0,0,15.79,17.66,593
917.54,25.28,150.7,2.1474624,207,3.4448876,0,0,35.49,36.68,594
920.3048566,15.15304374,38.58008168,5.782927755,59.23580704,7.288502638,0,0,13.71033915,12.36298408,595
916.35,7.06,176.1,9.5293644,187.3,11.8110432,0.02,220,92.19,92.15,596
920.3726566,24.20465299,183.709306,3.168316887,191.7675125,3.875470011,0,0,12.7482237,10.89967875,597
921.16,14,188.6,3.0869772,199.5,4.6304658,0,0,28.43,26.07,598
914.2,22.44,212.9,2.2593094,227.2,2.9527608,0,0,23.03,23.34,599
916.72,30.52,272,2.1922012,187.2,2.8632832,0.03,40,29.05,23.87,600
920.31,28.41,53.2,14.1598302,74.5,17.7389342,0,0,26.39,13.17,601
922.8831801,20.98762059,194.0165857,3.285986898,219.828704,4.356205907,0,0,19.2816672,19.41524981,602
920.8,14.19,211.5,7.0910998,223.7,8.500372,0,0,73.17,77.96,603
914.07,8.36,319.9,3.7356898,229.9,4.921268,2.03,5930,92.14,73.08,604
916.47,18.94,65.1,2.572481,83.1,3.3777794,0.37,2230,89.08,88.96,605
914.87,11.71,210.8,1.3869028,142.5,2.0356154,0,0,81.4,71.44,606
915.6,24.6,188.4,1.8566602,173.8,2.3711564,0,0,21.61,43.05,607
917.6,20.92,328.3,1.5211192,227.8,2.348787,0,0,13.38,20.56,608
924.3182803,22.15186436,196.9072645,5.925072383,216.1900676,7.465310917,0,0,15.26333978,17.49593059,609
